,Date,Month,Day,Interval,DAP DEMAND,RTD DEMAND,RTX DEMAND,Temp,Weather,Wind,Humidity
438,19/05/2020,May,Tue,7,6887.6,6970,7091.2,28,Passing clouds,2,82
439,19/05/2020,May,Tue,8,7281.9,7496.8,7704.2,30,Partly sunny,2,74
440,19/05/2020,May,Tue,9,8338.5,8247.4,8338.5,30,Partly sunny,2,74
441,19/05/2020,May,Tue,10,8852.6,8880.5,8825.1,30,Partly sunny,2,74
442,19/05/2020,May,Tue,11,9234.9,9203.8,9073.2,30,Partly sunny,2,74
443,19/05/2020,May,Tue,12,9204.2,9100.2,8831.8,30,Partly sunny,2,74
444,19/05/2020,May,Tue,13,8922.9,8926.9,8783.9,30,Partly sunny,2,74
445,19/05/2020,May,Tue,14,9054.2,8914.2,8913.3,33,Partly sunny,7,58
446,19/05/2020,May,Tue,15,8952.5,8855.5,8843.7,33,Partly sunny,7,58
447,19/05/2020,May,Tue,16,8714.7,8514.3,8545.3,33,Partly sunny,7,58
448,19/05/2020,May,Tue,17,7977.2,7956.8,7924.8,32,Partly sunny,2,62
449,19/05/2020,May,Tue,18,7590.1,7534.8,7576.4,32,Partly sunny,2,62
450,19/05/2020,May,Tue,19,8189.8,8189,8091.1,32,Partly sunny,2,62
451,19/05/2020,May,Tue,20,8402,8321,8266.4,29,Passing clouds,0,70
452,19/05/2020,May,Tue,21,8565.7,8587.6,8513.7,29,Passing clouds,0,70
453,19/05/2020,May,Tue,22,8549.4,8536.1,8489.1,29,Passing clouds,0,70
454,19/05/2020,May,Tue,23,8510.3,8444.1,8410.1,29,Passing clouds,4,81
455,19/05/2020,May,Tue,24,8374.5,8262.9,8341.1,29,Passing clouds,4,81
456,20/05/2020,May,Wed,1,8133,8135.1,8105.2,29,Passing clouds,4,81
457,20/05/2020,May,Wed,2,7862,7840,7806.7,28,Passing clouds,2,84
458,20/05/2020,May,Wed,3,7568.1,7549.8,7592.7,28,Passing clouds,2,84
459,20/05/2020,May,Wed,4,7357.8,7479.4,7357.4,28,Passing clouds,2,84
460,20/05/2020,May,Wed,5,7233,7241,7232.3,27,Passing clouds,2,87
461,20/05/2020,May,Wed,6,6991.4,7132.7,7010.2,27,Passing clouds,2,87
462,20/05/2020,May,Wed,7,6933.3,7013.7,6957.3,27,Passing clouds,2,87
463,20/05/2020,May,Wed,8,7525.3,7585.9,7635.4,30,Passing clouds,2,72
464,20/05/2020,May,Wed,9,8202.1,8201.7,8252.1,30,Passing clouds,2,72
465,20/05/2020,May,Wed,10,8754,8748.8,8746.5,30,Passing clouds,2,72
466,20/05/2020,May,Wed,11,9072.1,9053.9,9192.1,34,Passing clouds,2,53
467,20/05/2020,May,Wed,12,8821.9,8942.5,9125.5,34,Passing clouds,2,53
468,20/05/2020,May,Wed,13,9117.1,9077.1,9349.1,34,Passing clouds,2,53
469,20/05/2020,May,Wed,14,9237,9528,9609.8,34,Partly sunny,4,57
470,20/05/2020,May,Wed,15,9134.3,9534.6,9443.8,34,Partly sunny,4,57
471,20/05/2020,May,Wed,16,8854.5,9114.5,9043.3,34,Partly sunny,4,57
472,20/05/2020,May,Wed,17,8429.2,8442.6,8289.5,34,Partly sunny,2,53
473,20/05/2020,May,Wed,18,7992.8,7957.4,7859.9,34,Partly sunny,2,53
474,20/05/2020,May,Wed,19,8600.4,8556,8449.1,34,Partly sunny,2,53
475,20/05/2020,May,Wed,20,8805.8,8745.5,8701.9,31,Passing clouds,2,65
476,20/05/2020,May,Wed,21,8928.9,8966.3,8974.6,31,Passing clouds,2,65
477,20/05/2020,May,Wed,22,8898.2,8952.6,8985.2,31,Passing clouds,2,65
478,20/05/2020,May,Wed,23,8829.2,8898.4,8869.5,30,Passing clouds,2,76
479,20/05/2020,May,Wed,24,8716.5,8782.9,8722.5,30,Passing clouds,2,76
480,21/05/2020,May,Thu,1,8539,8541.9,8529.5,30,Passing clouds,2,76
481,21/05/2020,May,Thu,2,8240.4,8291.1,8274.9,29,Passing clouds,2,82
482,21/05/2020,May,Thu,3,7947.6,8056.4,7995.9,29,Passing clouds,2,82
483,21/05/2020,May,Thu,4,7658.9,7820.3,7712.5,29,Passing clouds,2,82
484,21/05/2020,May,Thu,5,7600.3,7612.1,7517.7,27,Passing clouds,0,85
485,21/05/2020,May,Thu,6,7314.8,7349.7,7284.6,27,Passing clouds,0,85
486,21/05/2020,May,Thu,7,7271.4,7296.4,7212.3,27,Passing clouds,0,85
487,21/05/2020,May,Thu,8,7935.5,7900.8,7805.6,31,Partly sunny,2,67
488,21/05/2020,May,Thu,9,8442.8,8513.2,8417.9,31,Partly sunny,2,67
489,21/05/2020,May,Thu,10,8949.8,8937.3,8831.4,31,Partly sunny,2,67
490,21/05/2020,May,Thu,11,9371.8,9183,9161.1,34,Scattered clouds,2,54
491,21/05/2020,May,Thu,12,9320.6,9159.2,9176.7,34,Scattered clouds,2,54
492,21/05/2020,May,Thu,13,9400.4,9355.2,9372.1,34,Scattered clouds,2,54
493,21/05/2020,May,Thu,14,9665.6,9643,9522.4,35,Scattered clouds,2,49
494,21/05/2020,May,Thu,15,9584,9457,9361.3,35,Scattered clouds,2,49
495,21/05/2020,May,Thu,16,9166.7,9118.8,9047.2,35,Scattered clouds,2,49
496,21/05/2020,May,Thu,17,8324.6,8340.7,8270.2,33,Partly sunny,2,66
497,21/05/2020,May,Thu,18,8128.5,7998.9,7935,33,Partly sunny,2,66
498,21/05/2020,May,Thu,19,8848.9,8709.8,8509.3,33,Partly sunny,2,66
499,21/05/2020,May,Thu,20,8980.2,8714.1,8788.9,31,Passing clouds,2,72
500,21/05/2020,May,Thu,21,9074.4,9074.1,9078.7,31,Passing clouds,2,72
501,21/05/2020,May,Thu,22,9047.8,9077.4,9083.4,31,Passing clouds,2,72
502,21/05/2020,May,Thu,23,8982.8,9012,8997.2,30,Passing clouds,2,77
503,21/05/2020,May,Thu,24,8844.8,8855,8833.9,30,Passing clouds,2,77
504,22/05/2020,May,Fri,1,8613.9,8626.5,8634.1,30,Passing clouds,2,77
505,22/05/2020,May,Fri,2,8337.3,8344,8325.7,30,Passing clouds,2,80
506,22/05/2020,May,Fri,3,8022.8,8050.1,8067,30,Passing clouds,2,80
507,22/05/2020,May,Fri,4,7771.1,7807.8,7828.9,30,Passing clouds,2,80
508,22/05/2020,May,Fri,5,7676.9,7681.8,7650,30,Passing clouds,2,80
509,22/05/2020,May,Fri,6,7428.6,7477.8,7376.7,30,Passing clouds,2,80
510,22/05/2020,May,Fri,7,7366.5,7364,7200.3,30,Passing clouds,2,80
511,22/05/2020,May,Fri,8,7983.7,7866.8,7856.6,31,Partly sunny,2,74
512,22/05/2020,May,Fri,9,8471.3,8440.2,8443.6,31,Partly sunny,2,74
513,22/05/2020,May,Fri,10,8831.2,8871.8,8824.8,31,Partly sunny,2,74
514,22/05/2020,May,Fri,11,9155.4,9265.2,9220.3,34,Scattered clouds,6,55
515,22/05/2020,May,Fri,12,9172.5,9194.3,9152.1,34,Scattered clouds,6,55
516,22/05/2020,May,Fri,13,9359.6,9343.4,9149,34,Scattered clouds,6,55
517,22/05/2020,May,Fri,14,9486.8,9479.4,9485.4,34,Partly sunny,4,56
518,22/05/2020,May,Fri,15,9329.6,9349.3,9331.4,34,Partly sunny,4,56
519,22/05/2020,May,Fri,16,8977.8,8981.6,8837.6,34,Partly sunny,4,56
520,22/05/2020,May,Fri,17,8226,8193.9,8118.5,32,Overcast,2,58
521,22/05/2020,May,Fri,18,7807.2,7809.8,7857.4,32,Overcast,2,58
522,22/05/2020,May,Fri,19,8366.6,8376.2,8373.9,32,Overcast,2,58
523,22/05/2020,May,Fri,20,8613.2,8685,8655.3,31,Passing clouds,2,73
524,22/05/2020,May,Fri,21,8948.4,8941.3,8957.8,31,Passing clouds,2,73
525,22/05/2020,May,Fri,22,8941.2,8946.6,8951.4,31,Passing clouds,2,73
526,22/05/2020,May,Fri,23,8863.9,8696.1,8707.3,30,Sprinkles Passing clouds,2,78
527,22/05/2020,May,Fri,24,8724.8,8385.9,8435,30,Sprinkles Passing clouds,2,78
528,23/05/2020,May,Sat,1,8321.5,8253.4,8182.1,30,Sprinkles Passing clouds,2,78
529,23/05/2020,May,Sat,2,8175.7,8177.7,8159.2,29,Passing clouds,2,83
530,23/05/2020,May,Sat,3,8075,8002.8,7982.8,29,Passing clouds,2,83
531,23/05/2020,May,Sat,4,7807.2,7764.9,7741.2,29,Passing clouds,2,83
532,23/05/2020,May,Sat,5,7574.1,7612.6,7560.1,29,Passing clouds,0,84
533,23/05/2020,May,Sat,6,7261,7321.2,7285.6,29,Passing clouds,0,84
534,23/05/2020,May,Sat,7,7026.5,7060.3,7059.8,29,Passing clouds,0,84
535,23/05/2020,May,Sat,8,7291.1,7359.6,7345,30,Overcast,2,78
536,23/05/2020,May,Sat,9,7857.3,7859.5,7864.7,30,Overcast,2,78
537,23/05/2020,May,Sat,10,8195.8,8245.1,8273.9,30,Overcast,2,78
538,23/05/2020,May,Sat,11,8503.9,8544.6,8595.1,34,Partly sunny,4,60
539,23/05/2020,May,Sat,12,8491.2,8616.4,8580.6,34,Partly sunny,4,60
540,23/05/2020,May,Sat,13,8771,8754.2,8688.9,34,Partly sunny,4,60
541,23/05/2020,May,Sat,14,9114,9011.6,8864.2,34,Partly sunny,7,56
542,23/05/2020,May,Sat,15,9119.4,8806,8579.3,34,Partly sunny,7,56
543,23/05/2020,May,Sat,16,8830.4,8384.1,8098.4,34,Partly sunny,7,56
544,23/05/2020,May,Sat,17,7514.8,7497.4,7733.6,29,Overcast,7,77
545,23/05/2020,May,Sat,18,7156.9,7642.8,7531.7,29,Overcast,7,77
546,23/05/2020,May,Sat,19,7681.8,8013,7784.7,29,Overcast,7,77
547,23/05/2020,May,Sat,20,7761.8,7945,7928.2,27,Light rain Overcast,2,88
548,23/05/2020,May,Sat,21,8140.1,8074.3,7975.8,27,Light rain Overcast,2,88
549,23/05/2020,May,Sat,22,8141.6,7986.4,7966.8,27,Light rain Overcast,2,88
550,23/05/2020,May,Sat,23,8050.9,7755.3,7743.5,27,Passing clouds,2,89
551,23/05/2020,May,Sat,24,7886.2,7444.5,7476.5,27,Passing clouds,2,89
552,24/05/2020,May,Sun,1,7168.5,7170.6,7242.5,27,Passing clouds,2,89
553,24/05/2020,May,Sun,2,7073.7,7149.9,7142.6,26,Passing clouds,0,93
554,24/05/2020,May,Sun,3,6953.7,7021.1,7053.5,26,Passing clouds,0,93
555,24/05/2020,May,Sun,4,6700.2,6862,6847.9,26,Passing clouds,0,93
556,24/05/2020,May,Sun,5,6621.6,6705.6,6638,26,Passing clouds,2,94
557,24/05/2020,May,Sun,6,6324.9,6390.3,6380.2,26,Passing clouds,2,94
558,24/05/2020,May,Sun,7,6320.3,6508.4,6404.4,26,Passing clouds,2,94
559,24/05/2020,May,Sun,8,6544.5,6679.9,6699.6,28,Partly sunny,2,81
560,24/05/2020,May,Sun,9,7038.3,7060.1,7056.8,28,Partly sunny,2,81
561,24/05/2020,May,Sun,10,7383.8,7430.6,7428.3,28,Partly sunny,2,81
562,24/05/2020,May,Sun,11,7698.8,7750.3,7828.7,33,Haze,4,58
563,24/05/2020,May,Sun,12,7691.1,7694.8,7842.9,33,Haze,4,58
564,24/05/2020,May,Sun,13,7811,7990.1,7977,33,Haze,4,58
565,24/05/2020,May,Sun,14,7993.1,8256.5,8129.3,34,Scattered clouds,4,49
566,24/05/2020,May,Sun,15,7954.2,8152.1,8013.2,34,Scattered clouds,4,49
567,24/05/2020,May,Sun,16,7763,7940.3,7756,34,Scattered clouds,4,49
568,24/05/2020,May,Sun,17,7531,7531,7476.9,33,Partly sunny,4,60
569,24/05/2020,May,Sun,18,7470.7,7376.8,7430.2,33,Partly sunny,4,60
570,24/05/2020,May,Sun,19,8139.3,7932.5,7775.5,33,Partly sunny,4,60
571,24/05/2020,May,Sun,20,8359.7,8073.6,7959.9,29,Passing clouds,2,74
572,24/05/2020,May,Sun,21,8170,8169.8,8184.3,29,Passing clouds,2,74
573,24/05/2020,May,Sun,22,8184.1,8198.1,8234.8,29,Passing clouds,2,74
574,24/05/2020,May,Sun,23,7954.3,8190.1,8125.1,28,Passing clouds,2,74
575,24/05/2020,May,Sun,24,7648.6,7823,7865.3,28,Passing clouds,2,74
576,25/05/2020,May,Mon,1,7646.9,7659.3,7728.2,28,Passing clouds,2,74
577,25/05/2020,May,Mon,2,7394.4,7463.3,7481.9,28,Passing clouds,4,79
578,25/05/2020,May,Mon,3,7130.8,7217.1,7238.3,28,Passing clouds,4,79
579,25/05/2020,May,Mon,4,6899.9,7008.5,7015.1,28,Passing clouds,4,79
580,25/05/2020,May,Mon,5,6915.4,6916.3,6832.4,27,Passing clouds,2,83
581,25/05/2020,May,Mon,6,6705.2,6628.8,6597.1,27,Passing clouds,2,83
582,25/05/2020,May,Mon,7,6617.3,6555.1,6422.5,27,Passing clouds,2,83
583,25/05/2020,May,Mon,8,7040.7,6584,6702.2,30,Partly sunny,2,71
584,25/05/2020,May,Mon,9,7298.5,7295.5,7218.4,30,Partly sunny,2,71
585,25/05/2020,May,Mon,10,7709.9,7692.2,7673,30,Partly sunny,2,71
586,25/05/2020,May,Mon,11,8108.3,8023.5,7941.5,33,Overcast,2,62
587,25/05/2020,May,Mon,12,8067.4,8020.6,7998,33,Overcast,2,62
588,25/05/2020,May,Mon,13,8078.8,8101,8105.5,33,Overcast,2,62
589,25/05/2020,May,Mon,14,8249.4,8349.9,8413.2,35,Partly sunny,4,44
590,25/05/2020,May,Mon,15,8130,8388,8394.7,35,Partly sunny,4,44
591,25/05/2020,May,Mon,16,7854.4,8061.7,8085.4,35,Partly sunny,4,44
592,25/05/2020,May,Mon,17,7556.9,7699.2,7678.5,35,Partly sunny,0,49
593,25/05/2020,May,Mon,18,7619.5,7609.9,7470.3,35,Partly sunny,0,49
594,25/05/2020,May,Mon,19,8229.4,8145.3,8105.2,35,Partly sunny,0,49
595,25/05/2020,May,Mon,20,8422.1,8360.8,8384.4,32,Passing clouds,0,62
596,25/05/2020,May,Mon,21,8642.2,8639.3,8689.1,32,Passing clouds,0,62
597,25/05/2020,May,Mon,22,8670.1,8679.5,8741.5,32,Passing clouds,0,62
598,25/05/2020,May,Mon,23,8612.5,8508.4,8537.1,30,Passing clouds,0,74
599,25/05/2020,May,Mon,24,8479,8224.7,8206.2,30,Passing clouds,0,74
600,26/05/2020,May,Tue,1,8036.6,8035,8073.6,30,Passing clouds,0,74
601,26/05/2020,May,Tue,2,7914.6,7927.2,7909.6,29,Passing clouds,2,80
602,26/05/2020,May,Tue,3,7782.4,7830.7,7790.2,29,Passing clouds,2,80
603,26/05/2020,May,Tue,4,7534.1,7605,7548.8,29,Passing clouds,2,80
604,26/05/2020,May,Tue,5,7385.1,7357.4,7399.1,29,Passing clouds,0,83
605,26/05/2020,May,Tue,6,7175.3,7183.1,7212.8,29,Passing clouds,0,83
606,26/05/2020,May,Tue,7,6991.7,7024,7156.5,29,Passing clouds,0,83
607,26/05/2020,May,Tue,8,7403.3,7757.3,7836.1,29,Partly sunny,2,83
608,26/05/2020,May,Tue,9,8471.4,8433.9,8481.1,29,Partly sunny,2,83
609,26/05/2020,May,Tue,10,8900.6,8964.4,9011.9,29,Partly sunny,2,83
610,26/05/2020,May,Tue,11,9201,9360.8,9357.7,33,Partly sunny,2,67
611,26/05/2020,May,Tue,12,9142.6,9377.2,9238.6,33,Partly sunny,2,67
612,26/05/2020,May,Tue,13,9494.2,9444.7,9335.6,33,Partly sunny,2,67
613,26/05/2020,May,Tue,14,9700.8,9625.6,9388.7,33,Thunderstorms Overcast,6,64
614,26/05/2020,May,Tue,15,9545.2,9295.8,9115.1,33,Thunderstorms Overcast,6,64
615,26/05/2020,May,Tue,16,9170.7,8831.3,8646.3,33,Thunderstorms Overcast,6,64
616,26/05/2020,May,Tue,17,7992.9,8007,8127.4,31,Overcast,2,63
617,26/05/2020,May,Tue,18,7670.4,7718,7711.6,31,Overcast,2,63
618,26/05/2020,May,Tue,19,8207.1,8269,8203.2,31,Overcast,2,63
619,26/05/2020,May,Tue,20,8474.4,8373.6,8399.4,29,Passing clouds,2,71
620,26/05/2020,May,Tue,21,8633.4,8626.3,8639.8,29,Passing clouds,2,71
621,26/05/2020,May,Tue,22,8617.7,8554.8,8623.5,29,Passing clouds,2,71
622,26/05/2020,May,Tue,23,8541.1,8567.5,8536.9,28,Haze,2,77
623,26/05/2020,May,Tue,24,8449.8,8452.2,8371,28,Haze,2,77
624,27/05/2020,May,Wed,1,8213.5,8235.8,8197.4,28,Haze,2,77
625,27/05/2020,May,Wed,2,7935.2,7966.1,7944.8,27,Haze,2,84
626,27/05/2020,May,Wed,3,7672.6,7688.2,7677.1,27,Haze,2,84
627,27/05/2020,May,Wed,4,7453.1,7423.6,7463.5,27,Haze,2,84
628,27/05/2020,May,Wed,5,7360.2,7344.1,7326.7,26,Passing clouds,0,89
629,27/05/2020,May,Wed,6,7057.7,7010.6,6980.8,26,Passing clouds,0,89
630,27/05/2020,May,Wed,7,7321.1,7347.4,7284,26,Passing clouds,0,89
631,27/05/2020,May,Wed,8,7867.3,7792,7759.4,28,Scattered clouds,2,82
632,27/05/2020,May,Wed,9,8321.5,8402.9,8448.8,28,Scattered clouds,2,82
633,27/05/2020,May,Wed,10,8763.4,8918.1,8991.5,28,Scattered clouds,2,82
634,27/05/2020,May,Wed,11,9108,9348.5,9285,33,Partly sunny,2,58
635,27/05/2020,May,Wed,12,9093.9,9201.6,9262.6,33,Partly sunny,2,58
636,27/05/2020,May,Wed,13,9491.7,9439.1,9388.6,33,Partly sunny,2,58
637,27/05/2020,May,Wed,14,9796.4,9657.9,9681.2,36,Partly sunny,2,42
638,27/05/2020,May,Wed,15,9754,9551.8,9485.3,36,Partly sunny,2,42
639,27/05/2020,May,Wed,16,9347.3,9062.6,8990.5,36,Partly sunny,2,42
640,27/05/2020,May,Wed,17,8359.4,8359.6,8334.1,33,Partly sunny,2,61
641,27/05/2020,May,Wed,18,7989.6,8049.6,7971.2,33,Partly sunny,2,61
642,27/05/2020,May,Wed,19,8537.9,8534.7,8425.7,33,Partly sunny,2,61
643,27/05/2020,May,Wed,20,8768.7,8707.2,8394.6,26,Rain Overcast,2,85
644,27/05/2020,May,Wed,21,8355.4,8347.4,8596.6,26,Rain Overcast,2,85
645,27/05/2020,May,Wed,22,8228.5,8623.4,8613.4,26,Rain Overcast,2,85
646,27/05/2020,May,Wed,23,8140.4,8499.9,8581.8,26,Passing clouds,2,92
647,27/05/2020,May,Wed,24,7995.8,8408.6,8474.8,26,Passing clouds,2,92
648,28/05/2020,May,Thu,1,8278.6,8263.8,8250.8,26,Passing clouds,2,92
649,28/05/2020,May,Thu,2,7997.4,8004.4,8027.5,25,Haze,0,92
650,28/05/2020,May,Thu,3,7720.6,7744.6,7762.5,25,Haze,0,92
651,28/05/2020,May,Thu,4,7447.1,7500.1,7554.2,25,Haze,0,92
652,28/05/2020,May,Thu,5,7407.2,7416.9,7439.3,25,Passing clouds,2,94
653,28/05/2020,May,Thu,6,7203.2,7240.1,7234,25,Passing clouds,2,94
654,28/05/2020,May,Thu,7,7145.7,7181.5,7220.4,25,Passing clouds,2,94
655,28/05/2020,May,Thu,8,7783.4,7889.1,7910.6,30,Haze,2,76
656,28/05/2020,May,Thu,9,8614.8,8543.7,8557.1,30,Haze,2,76
657,28/05/2020,May,Thu,10,9166.8,9066,9068.3,30,Haze,2,76
658,28/05/2020,May,Thu,11,9465.4,9377.2,9344.9,33,Scattered clouds,4,57
659,28/05/2020,May,Thu,12,9442.4,9282.6,9295.2,33,Scattered clouds,4,57
660,28/05/2020,May,Thu,13,9440.4,9445.7,9416.7,33,Scattered clouds,4,57
661,28/05/2020,May,Thu,14,9705.8,9717.5,9561,35,Thunderstorms Partly sunny,4,48
662,28/05/2020,May,Thu,15,9591.8,9405,9212.9,35,Thunderstorms Partly sunny,4,48
663,28/05/2020,May,Thu,16,9180,8765.3,8829.4,35,Thunderstorms Partly sunny,4,48
664,28/05/2020,May,Thu,17,8256.5,8253.9,8152.7,30,Overcast,2,67
665,28/05/2020,May,Thu,18,7866.6,7819.9,7904.2,30,Overcast,2,67
666,28/05/2020,May,Thu,19,8392.5,8430.9,8203,30,Overcast,2,67
667,28/05/2020,May,Thu,20,8618.9,8386.6,8325.6,29,Passing clouds,2,70
668,28/05/2020,May,Thu,21,8617.9,8604.5,8539.8,29,Passing clouds,2,70
669,28/05/2020,May,Thu,22,8617.9,8520.9,8533.8,29,Passing clouds,2,70
670,28/05/2020,May,Thu,23,8541.9,8500.6,8385.5,27,Passing clouds,2,81
671,28/05/2020,May,Thu,24,8369.6,8259.6,8307.3,27,Passing clouds,2,81
672,29/05/2020,May,Fri,1,8103.4,8102.6,8122.7,27,Passing clouds,2,81
673,29/05/2020,May,Fri,2,7834.8,7889.2,7851.9,26,Haze,0,85
674,29/05/2020,May,Fri,3,7582.6,7615.6,7622.7,26,Haze,0,85
675,29/05/2020,May,Fri,4,7371.3,7395,7415.1,26,Haze,0,85
676,29/05/2020,May,Fri,5,7284.4,7285.2,7241.4,26,Haze,0,85
677,29/05/2020,May,Fri,6,7115,7083.1,7076.3,26,Haze,0,85
678,29/05/2020,May,Fri,7,7095.2,7064.4,7120.8,26,Haze,0,85
679,29/05/2020,May,Fri,8,7738.9,7855.7,7773.4,29,Haze,0,78
680,29/05/2020,May,Fri,9,8365,8359.9,8408.8,29,Haze,0,78
681,29/05/2020,May,Fri,10,8896.9,8938.1,8937.4,29,Haze,0,78
682,29/05/2020,May,Fri,11,9191.3,9210.2,9258.3,33,Partly sunny,2,61
683,29/05/2020,May,Fri,12,9167.4,9236.7,9182.5,33,Partly sunny,2,61
684,29/05/2020,May,Fri,13,9332.8,9329.8,9381.1,33,Partly sunny,2,61
685,29/05/2020,May,Fri,14,9547.8,9573,9750.5,34,Partly sunny,2,56
686,29/05/2020,May,Fri,15,9280.2,9493.2,9611.9,34,Partly sunny,2,56
687,29/05/2020,May,Fri,16,8846.5,9130.6,8940.1,34,Partly sunny,2,56
688,29/05/2020,May,Fri,17,8321.1,8339.6,8231.9,33,Overcast,0,58
689,29/05/2020,May,Fri,18,8015.5,7965.6,7840.6,33,Overcast,0,58
690,29/05/2020,May,Fri,19,8572.7,8377,8134,33,Overcast,0,58
691,29/05/2020,May,Fri,20,8855,8289.9,8348.3,27,Passing clouds,2,80
692,29/05/2020,May,Fri,21,8613.5,8605.8,8633.1,27,Passing clouds,2,80
693,29/05/2020,May,Fri,22,8611.1,8606.6,8653.3,27,Passing clouds,2,80
694,29/05/2020,May,Fri,23,8512.9,8511.7,8568,27,Overcast,2,86
695,29/05/2020,May,Fri,24,8395,8396.4,8458.6,27,Overcast,2,86
696,30/05/2020,May,Sat,1,8243.8,8234.5,8288.7,27,Overcast,2,86
697,30/05/2020,May,Sat,2,8021.8,8060.7,8070.3,27,Passing clouds,0,85
698,30/05/2020,May,Sat,3,7730.4,7780.1,7784.6,27,Passing clouds,0,85
699,30/05/2020,May,Sat,4,7486.5,7553.4,7567.9,27,Passing clouds,0,85
700,30/05/2020,May,Sat,5,7242.2,7242.9,7225,26,Passing clouds,0,93
701,30/05/2020,May,Sat,6,6663.5,6730.2,6586.8,26,Passing clouds,0,93
702,30/05/2020,May,Sat,7,6784.6,6740.7,6798.4,26,Passing clouds,0,93
703,30/05/2020,May,Sat,8,7227.6,7179.3,7409.7,30,Haze,2,77
704,30/05/2020,May,Sat,9,7761,7909.1,7931.1,30,Haze,2,77
705,30/05/2020,May,Sat,10,8116.1,8452.3,8364.2,30,Haze,2,77
706,30/05/2020,May,Sat,11,8424.5,8679.5,8600.4,32,Partly sunny,2,65
707,30/05/2020,May,Sat,12,8414.3,8654.3,8588.3,32,Partly sunny,2,65
708,30/05/2020,May,Sat,13,8699,8734.6,8745.7,32,Partly sunny,2,65
709,30/05/2020,May,Sat,14,9049.3,9009.4,9051.1,34,Partly sunny,4,55
710,30/05/2020,May,Sat,15,8983.2,9000.3,9032.3,34,Partly sunny,4,55
711,30/05/2020,May,Sat,16,8704.2,8719.6,8705.4,34,Partly sunny,4,55
712,30/05/2020,May,Sat,17,8207.7,8208.6,8128.5,32,Thundershowers Overcast,4,65
713,30/05/2020,May,Sat,18,8135,8102.3,7661.9,32,Thundershowers Overcast,4,65
714,30/05/2020,May,Sat,19,8886.6,8566.2,8301.3,32,Thundershowers Overcast,4,65
715,30/05/2020,May,Sat,20,9144.1,8494.2,8481.1,29,Thunderstorms Passing clouds,4,78
716,30/05/2020,May,Sat,21,8818,8819.4,8788.8,29,Thunderstorms Passing clouds,4,78
717,30/05/2020,May,Sat,22,8875.6,8758.1,8787.3,29,Thunderstorms Passing clouds,4,78
718,30/05/2020,May,Sat,23,8796.2,8784.7,8749.4,28,Passing clouds,2,83
719,30/05/2020,May,Sat,24,8619.1,8659.3,8664.4,28,Passing clouds,2,83
720,31/05/2020,May,Sun,1,8476.8,8479,8493.9,28,Passing clouds,2,83
721,31/05/2020,May,Sun,2,8147.2,8169.4,8227.8,27,Passing clouds,0,87
722,31/05/2020,May,Sun,3,7837.9,7934,7886.2,27,Passing clouds,0,87
723,31/05/2020,May,Sun,4,7588.1,7663.7,7598.1,27,Passing clouds,0,87
724,31/05/2020,May,Sun,5,7389.8,7389,7340.9,26,Passing clouds,2,88
725,31/05/2020,May,Sun,6,6896.8,7059.1,6931.8,26,Passing clouds,2,88
726,31/05/2020,May,Sun,7,6890.8,6927.9,6934.1,26,Passing clouds,2,88
727,31/05/2020,May,Sun,8,7116.6,7201.8,7241,30,Haze,2,69
728,31/05/2020,May,Sun,9,7667.5,7716.2,7611.2,30,Haze,2,69
729,31/05/2020,May,Sun,10,8011.3,7992.9,7971.3,30,Haze,2,69
730,31/05/2020,May,Sun,11,8413.4,8370.2,8217.3,33,Scattered clouds,2,48
731,31/05/2020,May,Sun,12,8473.3,8254.5,8227.7,33,Scattered clouds,2,48
732,31/05/2020,May,Sun,13,8321.1,8325.9,8358.4,33,Scattered clouds,2,48
733,31/05/2020,May,Sun,14,8491.1,8495.9,8555.4,35,Partly sunny,4,45
734,31/05/2020,May,Sun,15,8446.9,8507.9,8547.4,35,Partly sunny,4,45
735,31/05/2020,May,Sun,16,8113.9,8265.1,8079.7,35,Partly sunny,4,45
736,31/05/2020,May,Sun,17,7827.1,7825.1,7675.6,34,Partly sunny,4,39
737,31/05/2020,May,Sun,18,7786.2,7696.8,7483.8,34,Partly sunny,4,39
738,31/05/2020,May,Sun,19,8428.5,8066,8156.2,34,Partly sunny,4,39
739,31/05/2020,May,Sun,20,8642.2,8309.3,8458.2,31,Passing clouds,4,50
740,31/05/2020,May,Sun,21,8663.5,8653.9,8770.8,31,Passing clouds,4,50
741,31/05/2020,May,Sun,22,8703.5,8749.3,8870.6,31,Passing clouds,4,50
742,31/05/2020,May,Sun,23,8485.5,8665.9,8630.9,28,Haze,2,64
743,31/05/2020,May,Sun,24,8211.9,8355.2,8358,28,Haze,2,64
744,01/06/2020,Jun,Mon,1,8063.3,8063.2,8005.3,28,Haze,2,64
745,01/06/2020,Jun,Mon,2,7789.2,7747.3,7700.2,27,Haze,0,72
746,01/06/2020,Jun,Mon,3,7522.3,7470.7,7434.3,27,Haze,0,72
747,01/06/2020,Jun,Mon,4,7280.6,7242.2,7180.6,27,Haze,0,72
748,01/06/2020,Jun,Mon,5,7010.3,7074.1,7051.6,26,Passing clouds,2,78
749,01/06/2020,Jun,Mon,6,6660.3,6761.6,6761,26,Passing clouds,2,78
750,01/06/2020,Jun,Mon,7,6947.7,7096.2,7208.3,26,Passing clouds,2,78
751,01/06/2020,Jun,Mon,8,7464.9,7896.4,7981,30,Partly sunny,2,62
